L,cov1,cov2
0,[3.79243322e-07 3.46295322e-14],[3.46295322e-14 5.66765374e-15]
1,[ 4.05233380e-07 -7.28469264e-15],[-7.28469264e-15  6.21103071e-15]
2,[3.79106174e-07 3.62892915e-14],[3.62892915e-14 5.61275536e-15]
3,[3.90098019e-07 2.91370111e-14],[2.91370111e-14 6.07406914e-15]
4,[ 3.86829982e-07 -1.43595129e-14],[-1.43595129e-14  5.60075902e-15]
5,[ 4.02744829e-07 -1.61973325e-14],[-1.61973325e-14  5.56547839e-15]
6,[ 4.22658469e-07 -2.51186624e-14],[-2.51186624e-14  6.39805963e-15]
7,[ 4.41867335e-07 -2.21964370e-14],[-2.2196437e-14  6.3156642e-15]
8,[ 4.27755815e-07 -1.95357835e-14],[-1.95357835e-14  5.89053864e-15]
9,[ 4.45099859e-07 -1.23436072e-14],[-1.23436072e-14  5.99607703e-15]
10,[ 3.88221307e-07 -5.32211384e-14],[-5.32211384e-14  5.54229463e-15]
11,[4.23173041e-07 6.05270330e-15],[6.05270330e-15 6.25006098e-15]
12,[ 4.12892368e-07 -2.64399179e-14],[-2.64399179e-14  6.41728067e-15]
13,[3.93090753e-07 7.81843704e-15],[7.81843704e-15 5.71949000e-15]
14,[ 4.12425048e-07 -2.93446752e-15],[-2.93446752e-15  4.94588432e-15]
15,[3.88809545e-07 1.68564303e-14],[1.68564303e-14 5.26005171e-15]
16,[3.78595017e-07 3.30503816e-14],[3.30503816e-14 4.81972564e-15]
17,[ 3.81297040e-07 -1.28000522e-14],[-1.28000522e-14  4.87451111e-15]
18,[3.46560006e-07 1.47305720e-14],[1.47305720e-14 4.54303772e-15]
19,[ 3.76124397e-07 -1.91557941e-15],[-1.91557941e-15  4.90941457e-15]
20,[ 3.83905571e-07 -9.35191028e-15],[-9.35191028e-15  5.29591045e-15]
21,[4.29410853e-07 6.62331187e-14],[6.62331187e-14 6.16502759e-15]
22,[ 3.93353157e-07 -2.94806211e-14],[-2.94806211e-14  5.63008069e-15]
23,[3.78989105e-07 1.08006389e-14],[1.08006389e-14 5.16784219e-15]
24,[ 3.60323309e-07 -1.25077014e-14],[-1.25077014e-14  4.79765770e-15]
25,[3.56061612e-07 2.84146897e-15],[2.84146897e-15 4.78050455e-15]
26,[ 3.8570243e-07 -4.2217667e-14],[-4.22176670e-14  5.05750308e-15]
27,[3.79329895e-07 5.24312944e-14],[5.24312944e-14 5.16155894e-15]
28,[3.67650132e-07 1.00569425e-14],[1.00569425e-14 4.73156782e-15]
29,[3.63358134e-07 3.12482964e-14],[3.12482964e-14 4.78341450e-15]
30,[3.22048321e-07 1.18108183e-15],[1.18108183e-15 4.35245332e-15]
31,[ 3.34983414e-07 -1.49287295e-14],[-1.49287295e-14  3.88881926e-15]
32,[ 3.54687633e-07 -7.82126286e-15],[-7.82126286e-15  5.13454351e-15]
33,[3.53015486e-07 2.83128307e-14],[2.83128307e-14 4.40011999e-15]
34,[3.70369526e-07 1.07640479e-15],[1.07640479e-15 5.14470485e-15]
35,[3.31569055e-07 1.43701213e-14],[1.43701213e-14 4.39952407e-15]
36,[ 3.50732446e-07 -1.14228865e-14],[-1.14228865e-14  5.03376806e-15]
37,[3.48100053e-07 2.09905014e-14],[2.09905014e-14 4.14262418e-15]
38,[3.11338164e-07 9.96838037e-15],[9.96838037e-15 3.99193282e-15]
39,[3.80120265e-07 8.55907003e-15],[8.55907003e-15 4.86182464e-15]
40,[3.34744772e-07 2.01814246e-14],[2.01814246e-14 3.66630326e-15]
41,[3.45497635e-07 9.21883756e-15],[9.21883756e-15 4.45238540e-15]
42,[3.60503913e-07 1.06951169e-14],[1.06951169e-14 4.42953294e-15]
43,[3.22847271e-07 3.04766936e-14],[3.04766936e-14 4.01768207e-15]
44,[3.57166249e-07 2.96687423e-14],[2.96687423e-14 4.23685346e-15]
45,[3.10983073e-07 9.88660679e-15],[9.88660679e-15 3.74566532e-15]
46,[ 3.27999775e-07 -6.58930493e-16],[-6.58930493e-16  3.72739931e-15]
47,[3.27156711e-07 7.25836648e-15],[7.25836648e-15 4.08522776e-15]
48,[3.34794132e-07 1.78958558e-14],[1.78958558e-14 3.78079164e-15]
49,[3.68208441e-07 8.62171496e-15],[8.62171496e-15 4.53056123e-15]
50,[3.26214819e-07 1.36670854e-14],[1.36670854e-14 3.64518088e-15]
51,[3.27873937e-07 1.26113218e-14],[1.26113218e-14 3.65754636e-15]
52,[3.39931421e-07 2.57482968e-15],[2.57482968e-15 3.74341503e-15]
53,[ 2.96103839e-07 -1.48026854e-14],[-1.48026854e-14  3.44784527e-15]
54,[3.08148448e-07 2.12857606e-15],[2.12857606e-15 3.56059400e-15]
55,[ 3.01352409e-07 -2.35149755e-14],[-2.35149755e-14  3.25732438e-15]
56,[ 3.41567846e-07 -5.16597808e-15],[-5.16597808e-15  3.78452327e-15]
57,[ 3.45049781e-07 -6.69654797e-15],[-6.69654797e-15  4.09333682e-15]
58,[3.13175492e-07 3.75418933e-15],[3.75418933e-15 3.50379525e-15]
59,[ 3.37769802e-07 -2.08175173e-14],[-2.08175173e-14  3.60333664e-15]
60,[ 2.98346845e-07 -1.44724668e-14],[-1.44724668e-14  3.68847295e-15]
61,[3.37402375e-07 9.71940669e-15],[9.71940669e-15 4.13606445e-15]
62,[3.37688620e-07 1.37880853e-14],[1.37880853e-14 4.30037887e-15]
63,[3.16499655e-07 4.27678696e-14],[4.27678696e-14 4.12922095e-15]
64,[ 3.25559172e-07 -1.07697293e-14],[-1.07697293e-14  3.62913715e-15]
65,[ 3.01441868e-07 -1.98568675e-14],[-1.98568675e-14  3.48727992e-15]
66,[ 2.85038086e-07 -8.15562880e-15],[-8.15562880e-15  3.06860498e-15]
67,[ 2.71687237e-07 -6.67578583e-15],[-6.67578583e-15  3.10253978e-15]
68,[ 2.89656703e-07 -5.93499602e-15],[-5.93499602e-15  3.06209329e-15]
69,[2.85957344e-07 3.22821633e-15],[3.22821633e-15 3.19694184e-15]
70,[2.88732658e-07 7.91025613e-15],[7.91025613e-15 2.95014229e-15]
71,[ 2.73475074e-07 -1.48160017e-15],[-1.48160017e-15  2.80025588e-15]
72,[ 2.91652672e-07 -9.32679782e-15],[-9.32679782e-15  3.13314681e-15]
73,[2.63527866e-07 1.22173072e-14],[1.22173072e-14 2.74524817e-15]
74,[2.79189655e-07 1.78345817e-14],[1.78345817e-14 3.03804869e-15]
75,[ 2.75157844e-07 -4.78144402e-15],[-4.78144402e-15  2.84577095e-15]
76,[2.76057810e-07 3.26967571e-14],[3.26967571e-14 3.12753530e-15]
77,[ 2.91572456e-07 -2.07234150e-14],[-2.07234150e-14  3.27463378e-15]
78,[2.90251383e-07 2.96209886e-14],[2.96209886e-14 2.88628699e-15]
79,[2.65625893e-07 2.68224000e-15],[2.68224000e-15 2.65369699e-15]
80,[ 2.85147989e-07 -1.23152366e-14],[-1.23152366e-14  2.74261587e-15]
81,[2.81625919e-07 1.83581528e-14],[1.83581528e-14 3.06548797e-15]
82,[ 2.67295107e-07 -1.01174855e-14],[-1.01174855e-14  2.61513792e-15]
83,[2.68767280e-07 2.24918127e-14],[2.24918127e-14 2.85894057e-15]
84,[2.78748195e-07 2.74497051e-15],[2.74497051e-15 2.95561531e-15]
85,[2.78079937e-07 2.64602225e-15],[2.64602225e-15 2.90099172e-15]
86,[2.66950535e-07 1.72540215e-14],[1.72540215e-14 2.81384700e-15]
87,[2.89283018e-07 1.95622818e-14],[1.95622818e-14 2.92313261e-15]
88,[2.76640501e-07 2.29007900e-14],[2.29007900e-14 2.64869463e-15]
89,[3.01456561e-07 2.91357496e-14],[2.91357496e-14 3.13333386e-15]
90,[2.90036410e-07 1.82921388e-14],[1.82921388e-14 2.92750755e-15]
91,[2.78613159e-07 2.13008144e-14],[2.13008144e-14 2.78255200e-15]
92,[2.98423718e-07 1.32698915e-14],[1.32698915e-14 3.29225025e-15]
93,[ 2.98573183e-07 -1.44644034e-15],[-1.44644034e-15  2.90503637e-15]
94,[2.80170118e-07 2.39170316e-14],[2.39170316e-14 3.02580728e-15]
95,[2.78951467e-07 5.11907784e-17],[5.11907784e-17 2.78437678e-15]
96,[2.75394004e-07 1.15398222e-14],[1.15398222e-14 2.86967651e-15]
97,[2.67444075e-07 5.92947568e-15],[5.92947568e-15 2.47823952e-15]
98,[ 2.51262161e-07 -3.24803487e-15],[-3.24803487e-15  2.43343524e-15]
99,[2.68836050e-07 7.33008254e-15],[7.33008254e-15 2.58482682e-15]
100,[2.50052851e-07 9.27479549e-17],[9.27479549e-17 2.31350051e-15]
101,[ 2.38705005e-07 -2.11937150e-15],[-2.11937150e-15  2.05167788e-15]
102,[ 2.76710526e-07 -3.64390317e-15],[-3.64390317e-15  2.57842528e-15]
103,[ 2.44981413e-07 -1.36829085e-14],[-1.36829085e-14  2.35427354e-15]
104,[2.41965124e-07 1.04453227e-14],[1.04453227e-14 2.26185040e-15]
105,[2.39144791e-07 5.75536251e-15],[5.75536251e-15 2.07849204e-15]
106,[2.40024996e-07 1.43469925e-15],[1.43469925e-15 2.36681428e-15]
107,[ 2.24278263e-07 -3.97261811e-15],[-3.97261811e-15  2.09803523e-15]
108,[ 2.45992180e-07 -5.57710663e-15],[-5.57710663e-15  2.26558751e-15]
109,[2.47819526e-07 9.07392589e-15],[9.07392589e-15 2.08941271e-15]
110,[2.39282319e-07 2.53416674e-15],[2.53416674e-15 2.41066142e-15]
111,[2.44283130e-07 9.37660786e-15],[9.37660786e-15 2.23658032e-15]
112,[2.23243736e-07 1.62085225e-14],[1.62085225e-14 2.19120924e-15]
113,[ 2.20329313e-07 -1.18671313e-15],[-1.18671313e-15  2.33381976e-15]
114,[2.24758040e-07 6.52329939e-16],[6.52329939e-16 2.14897501e-15]
115,[ 2.15381246e-07 -2.50924929e-15],[-2.50924929e-15  1.97416453e-15]
116,[2.22085354e-07 1.60855894e-14],[1.60855894e-14 2.14747641e-15]
117,[ 2.28029832e-07 -7.88021883e-15],[-7.88021883e-15  1.95026166e-15]
118,[2.19180691e-07 8.97564344e-15],[8.97564344e-15 1.97821481e-15]
119,[2.49704551e-07 1.86179574e-14],[1.86179574e-14 2.27134612e-15]
120,[2.49154699e-07 1.28179035e-14],[1.28179035e-14 2.17617905e-15]
121,[2.39653096e-07 1.20471796e-14],[1.20471796e-14 2.17306701e-15]
122,[2.26196666e-07 2.33525550e-14],[2.33525550e-14 2.17138582e-15]
123,[2.24708606e-07 3.91544083e-15],[3.91544083e-15 2.26336077e-15]
124,[2.11496200e-07 4.89106818e-16],[4.89106818e-16 1.99248533e-15]
125,[ 2.42585956e-07 -4.72234430e-15],[-4.72234430e-15  2.29525666e-15]
126,[2.34540732e-07 1.68404255e-14],[1.68404255e-14 2.13378287e-15]
127,[ 2.41625180e-07 -1.72260934e-14],[-1.72260934e-14  2.38138951e-15]
128,[2.39508690e-07 1.32610236e-14],[1.32610236e-14 2.14899272e-15]
129,[2.31118102e-07 4.68185292e-15],[4.68185292e-15 1.97573081e-15]
130,[ 2.40392026e-07 -1.54624151e-14],[-1.54624151e-14  1.92289477e-15]
131,[ 2.49467779e-07 -1.26120142e-15],[-1.26120142e-15  2.20334542e-15]
132,[ 2.26806051e-07 -7.65377085e-15],[-7.65377085e-15  1.88742056e-15]
133,[2.33555932e-07 6.37624714e-16],[6.37624714e-16 2.08856984e-15]
134,[2.37717844e-07 1.02382428e-16],[1.02382428e-16 1.76447924e-15]
135,[2.41604721e-07 3.94464316e-15],[3.94464316e-15 2.02696300e-15]
136,[ 2.23969436e-07 -2.74545723e-15],[-2.74545723e-15  1.87954620e-15]
137,[2.23923958e-07 1.07322331e-14],[1.07322331e-14 2.01151527e-15]
138,[2.27608383e-07 1.24887997e-14],[1.24887997e-14 1.87606395e-15]
139,[ 2.04832555e-07 -1.19540773e-15],[-1.19540773e-15  1.89627266e-15]
140,[2.24239463e-07 1.17179766e-14],[1.17179766e-14 1.89998247e-15]
141,[2.32621672e-07 5.02853252e-15],[5.02853252e-15 1.86165795e-15]
142,[2.31524842e-07 7.91327387e-15],[7.91327387e-15 1.92732744e-15]
143,[2.28694171e-07 1.91835663e-14],[1.91835663e-14 1.83300501e-15]
144,[1.95396360e-07 1.05675588e-15],[1.05675588e-15 1.54456538e-15]
145,[2.06382502e-07 4.83913117e-15],[4.83913117e-15 1.79341192e-15]
146,[1.94508210e-07 4.48791098e-15],[4.48791098e-15 1.66875373e-15]
147,[2.22713766e-07 1.93386626e-14],[1.93386626e-14 1.99018170e-15]
148,[ 2.19939169e-07 -2.93927863e-15],[-2.93927863e-15  1.78270817e-15]
149,[ 2.22702854e-07 -3.67884477e-15],[-3.67884477e-15  2.23916230e-15]
150,[2.14076941e-07 1.21583810e-14],[1.21583810e-14 1.75728846e-15]
151,[2.18720247e-07 5.59832419e-15],[5.59832419e-15 1.91106809e-15]
152,[2.39195473e-07 1.59328839e-14],[1.59328839e-14 2.06272061e-15]
153,[2.15647588e-07 4.78108711e-15],[4.78108711e-15 1.90817302e-15]
154,[2.26050127e-07 1.66672336e-14],[1.66672336e-14 1.86968282e-15]
155,[2.35937368e-07 1.02112674e-14],[1.02112674e-14 2.00445467e-15]
156,[2.28051602e-07 5.94240111e-15],[5.94240111e-15 1.89938074e-15]
157,[2.24305048e-07 1.15378716e-14],[1.15378716e-14 1.68653643e-15]
158,[ 2.05164275e-07 -4.70496000e-15],[-4.70496000e-15  1.66791076e-15]
159,[1.91125339e-07 8.98375535e-15],[8.98375535e-15 1.48284885e-15]
160,[1.92527455e-07 6.60288678e-15],[6.60288678e-15 1.55284595e-15]
161,[1.95087491e-07 2.11347729e-15],[2.11347729e-15 1.66596884e-15]
162,[1.97023178e-07 7.87257653e-15],[7.87257653e-15 1.56259889e-15]
163,[2.23661629e-07 7.87253551e-15],[7.87253551e-15 1.70124941e-15]
164,[2.17639140e-07 2.03174905e-14],[2.03174905e-14 1.72031434e-15]
165,[1.99393283e-07 1.51757871e-14],[1.51757871e-14 1.51867092e-15]
166,[2.20551338e-07 1.61394316e-14],[1.61394316e-14 1.84663197e-15]
167,[2.10171175e-07 6.15191300e-15],[6.1519130e-15 1.4882215e-15]
168,[ 2.01759703e-07 -2.75943846e-15],[-2.75943846e-15  1.58678838e-15]
169,[1.94138166e-07 1.75121385e-15],[1.75121385e-15 1.36018826e-15]
170,[ 2.14108341e-07 -9.13970705e-15],[-9.13970705e-15  1.74841118e-15]
171,[ 2.02376837e-07 -2.92233709e-15],[-2.92233709e-15  1.43866858e-15]
172,[2.00235737e-07 1.52884945e-14],[1.52884945e-14 1.60118611e-15]
173,[1.88262776e-07 2.73629302e-15],[2.73629302e-15 1.38381485e-15]
174,[ 2.06424606e-07 -6.28229092e-15],[-6.28229092e-15  1.54615294e-15]
175,[1.88447515e-07 3.05155219e-16],[3.05155219e-16 1.43078374e-15]
176,[ 1.90099075e-07 -2.20793045e-15],[-2.20793045e-15  1.37497704e-15]
177,[2.05063084e-07 2.28490915e-15],[2.28490915e-15 1.39310369e-15]
178,[ 1.94797769e-07 -2.26039252e-15],[-2.26039252e-15  1.46271786e-15]
179,[ 1.84897771e-07 -1.32509766e-15],[-1.32509766e-15  1.40171199e-15]
180,[ 1.93624870e-07 -4.03492802e-15],[-4.03492802e-15  1.39864001e-15]
181,[ 1.88626150e-07 -3.97133524e-17],[-3.97133524e-17  1.37576408e-15]
182,[ 1.87360045e-07 -7.49412854e-17],[-7.49412854e-17  1.41709996e-15]
183,[ 2.01172871e-07 -1.05854359e-15],[-1.05854359e-15  1.60095761e-15]
184,[ 1.92359731e-07 -1.31303059e-14],[-1.31303059e-14  1.39430058e-15]
185,[1.82698417e-07 9.12847697e-15],[9.12847697e-15 1.38242913e-15]
186,[1.74582607e-07 5.42978177e-15],[5.42978177e-15 1.14957182e-15]
187,[1.9127102e-07 7.1379213e-15],[7.13792130e-15 1.42607444e-15]
188,[1.97900524e-07 4.65117263e-15],[4.65117263e-15 1.33849388e-15]
189,[2.01158027e-07 1.05885553e-14],[1.05885553e-14 1.45509686e-15]
190,[2.15873096e-07 6.16260243e-15],[6.16260243e-15 1.60718151e-15]
191,[1.98756430e-07 4.47096061e-16],[4.47096061e-16 1.45927546e-15]
192,[ 1.89542427e-07 -8.45757512e-15],[-8.45757512e-15  1.28551899e-15]
193,[1.85127235e-07 1.09214102e-14],[1.09214102e-14 1.34431039e-15]
194,[2.01590806e-07 6.75310657e-16],[6.75310657e-16 1.41704742e-15]
195,[1.87333343e-07 8.43327980e-15],[8.43327980e-15 1.31105981e-15]
196,[2.14772557e-07 3.84668152e-15],[3.84668152e-15 1.47579415e-15]
197,[1.97424995e-07 7.47237934e-15],[7.47237934e-15 1.31024306e-15]
198,[1.84051507e-07 1.00708353e-14],[1.00708353e-14 1.31348984e-15]
199,[1.83196101e-07 1.51877709e-14],[1.51877709e-14 1.43612785e-15]
200,[1.88002924e-07 1.16657590e-14],[1.16657590e-14 1.32505711e-15]
201,[ 1.86859188e-07 -7.77373087e-17],[-7.77373087e-17  1.28144406e-15]
202,[1.80217673e-07 8.62991233e-15],[8.62991233e-15 1.27419639e-15]
203,[1.66166398e-07 2.09197309e-15],[2.09197309e-15 1.23761974e-15]
204,[ 1.80588504e-07 -3.41434413e-15],[-3.41434413e-15  1.31935113e-15]
205,[1.68046091e-07 9.46490219e-15],[9.46490219e-15 1.12360409e-15]
206,[1.78847092e-07 2.38842453e-15],[2.38842453e-15 1.28593257e-15]
207,[ 1.74605723e-07 -3.93503538e-15],[-3.93503538e-15  1.17907418e-15]
208,[1.79676143e-07 4.29482647e-15],[4.29482647e-15 1.19745769e-15]
209,[1.65269302e-07 8.89346032e-15],[8.89346032e-15 1.17004389e-15]
210,[1.72472642e-07 8.33409383e-15],[8.33409383e-15 1.14338549e-15]
211,[1.65358676e-07 8.25273570e-15],[8.25273570e-15 1.09380879e-15]
212,[1.63822554e-07 5.76605251e-15],[5.76605251e-15 1.08162617e-15]
213,[1.59578627e-07 8.32117662e-15],[8.32117662e-15 9.82963043e-16]
214,[1.7742209e-07 9.9418175e-15],[9.94181750e-15 1.20787894e-15]
215,[ 1.79013568e-07 -2.91886675e-15],[-2.91886675e-15  1.13431206e-15]
216,[ 1.60517575e-07 -1.84011248e-15],[-1.84011248e-15  1.04232190e-15]
217,[1.79545549e-07 2.23956378e-15],[2.23956378e-15 1.17299139e-15]
218,[1.61431477e-07 4.04375462e-15],[4.04375462e-15 1.02168639e-15]
219,[1.62602041e-07 2.64526510e-15],[2.64526510e-15 1.11253031e-15]
220,[ 1.68850223e-07 -1.40920723e-15],[-1.40920723e-15  1.15137597e-15]
221,[1.77597524e-07 3.78744776e-15],[3.78744776e-15 1.22395133e-15]
222,[1.67509340e-07 1.32526434e-15],[1.32526434e-15 1.17043026e-15]
223,[ 1.62013028e-07 -4.46840744e-15],[-4.46840744e-15  1.11299830e-15]
